months_as_customer;age;policy_state;policy_csl;policy_deductable;policy_annual_premium;umbrella_limit;insured_sex;insured_education_level;insured_occupation;insured_hobbies;insured_relationship;capital-gains;capital-loss;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;property_damage;bodily_injuries;witnesses;police_report_available;total_claim_amount;injury_claim;property_claim;vehicle_claim;auto_make;auto_model;auto_year;fraud_reported
120;28;0.227;0.262;1000;1281.27;0.0;0.234;0.264;0.282;0.109;0.258;68900;0;0.27;0.312;0.107;0.269;0.294;0.242;9;3;0.24;0;3;0.255;65500;6550;6550.0;52400;0.277;0.304;5;0
230;41;0.254;0.257;1000;1464.03;0.0;0.26;0.261;0.291;0.195;0.21;0;0;0.27;0.254;0.107;0.291;0.221;0.242;19;3;0.24;2;0;0.255;53040;4420;4420.0;44200;0.304;0.27;9;0
158;33;0.258;0.257;1000;1744.64;3000000.0;0.26;0.261;0.212;0.163;0.24;0;0;0.27;0.312;0.128;0.291;0.179;0.242;4;3;0.24;0;1;0.255;36400;3640;7280.0;25480;0.279;0.285;17;0
309;47;0.227;0.216;500;1527.95;0.0;0.26;0.264;0.368;0.23;0.293;69400;0;0.27;0.312;0.605;0.318;0.179;0.234;15;4;0.258;0;1;0.255;77800;15560;15560.0;46680;0.25;0.325;13;0
354;48;0.227;0.216;2000;1526.11;5000000.0;0.234;0.224;0.276;0.193;0.24;0;0;0.29;0.276;0.107;0.209;0.294;0.261;12;1;0.24;2;3;0.229;90240;15040;15040.0;60160;0.276;0.1;20;0
24;33;0.227;0.216;1000;1922.84;0.0;0.234;0.225;0.237;0.224;0.27;0;-45200;0.29;0.254;0.128;0.209;0.179;0.234;0;1;0.24;2;1;0.255;46800;4680;9360.0;32760;0.164;0.119;13;0
478;63;0.227;0.262;1000;1292.3;0.0;0.26;0.225;0.169;0.228;0.21;47600;0;0.095;0.089;0.107;0.066;0.227;0.234;5;1;0.258;1;3;0.255;4700;940;470.0;3290;0.25;0.162;8;1
232;42;0.254;0.257;500;944.03;0.0;0.26;0.262;0.204;0.093;0.258;0;-58400;0.29;0.312;0.107;0.318;0.179;0.224;11;1;0.258;2;3;0.255;77000;15400;7700.0;53900;0.186;0.273;0;1
212;35;0.254;0.216;2000;1123.89;0.0;0.26;0.264;0.169;0.2;0.24;35400;-49200;0.27;0.276;0.128;0.269;0.221;0.261;0;3;0.24;1;3;0.255;50380;4580;4580.0;41220;0.238;0.285;19;0
377;53;0.227;0.257;500;1693.63;0.0;0.234;0.264;0.297;0.093;0.24;0;-64000;0.27;0.276;0.128;0.269;0.179;0.248;10;3;0.258;1;3;0.255;59040;6560;6560.0;45920;0.225;0.2;0;0
78;24;0.254;0.257;500;1175.51;0.0;0.26;0.224;0.297;0.3;0.205;0;0;0.085;0.089;0.107;0.209;0.221;0.261;20;1;0.24;0;1;0.229;7480;680;680.0;6120;0.25;0.162;12;0
22;21;0.254;0.262;1000;1248.05;0.0;0.234;0.225;0.368;0.163;0.205;37500;-54000;0.27;0.312;0.128;0.209;0.294;0.289;3;3;0.258;1;2;0.255;53280;5920;0.0;47360;0.276;0.1;0;0
65;30;0.254;0.257;500;1455.65;4000000.0;0.234;0.262;0.291;0.224;0.27;0;-66300;0.27;0.254;0.128;0.269;0.179;0.248;6;3;0.24;2;3;0.255;79800;15960;7980.0;55860;0.255;0.363;16;0
61;24;0.254;0.257;500;922.67;0.0;0.234;0.262;0.169;0.228;0.293;47400;0;0.27;0.312;0.605;0.291;0.294;0.234;15;3;0.258;2;1;0.255;65520;9360;9360.0;46800;0.186;0.273;4;1
159;33;0.254;0.257;2000;1462.76;0.0;0.234;0.262;0.297;0.224;0.205;69200;-36900;0.27;0.312;0.605;0.291;0.221;0.261;23;3;0.258;2;0;0.255;44880;8160;4080.0;32640;0.338;0.38;11;1
222;39;0.227;0.262;1000;1232.72;0.0;0.26;0.225;0.246;0.23;0.21;87800;-51200;0.27;0.276;0.605;0.269;0.294;0.242;21;3;0.24;1;0;0.255;87960;14660;14660.0;58640;0.164;0.119;16;1
19;32;0.258;0.216;1000;1215.85;0.0;0.26;0.225;0.169;0.23;0.205;42900;-90200;0.085;0.089;0.107;0.209;0.227;0.248;8;1;0.258;1;1;0.229;7040;1280;640.0;5120;0.179;0.29;0;0
211;38;0.254;0.262;1000;1055.09;0.0;0.234;0.224;0.291;0.2;0.21;0;0;0.29;0.276;0.128;0.269;0.221;0.261;12;1;0.24;0;3;0.229;91520;8320;16640.0;66560;0.277;0.437;10;1
186;38;0.258;0.257;500;922.85;0.0;0.26;0.225;0.169;0.109;0.205;70300;-70900;0.085;0.089;0.066;0.066;0.221;0.248;7;1;0.24;1;1;0.229;3600;400;400.0;2800;0.255;0.363;16;0
257;40;0.254;0.262;500;1379.93;0.0;0.26;0.264;0.246;0.265;0.205;0;0;0.27;0.254;0.605;0.318;0.221;0.261;6;3;0.24;0;2;0.229;51810;9420;4710.0;37680;0.304;0.27;13;1
245;44;0.227;0.216;1000;1168.2;0.0;0.26;0.261;0.204;0.176;0.205;69100;0;0.27;0.254;0.128;0.318;0.436;0.242;23;3;0.24;0;3;0.255;44280;7380;3690.0;33210;0.255;0.231;18;0
224;39;0.227;0.216;1000;1128.71;0.0;0.234;0.261;0.212;0.195;0.293;0;-47100;0.27;0.312;0.128;0.269;0.227;0.224;21;3;0.258;2;1;0.255;61800;12360;6180.0;43260;0.238;0.3;8;0
225;37;0.258;0.257;1000;1217.84;5000000.0;0.234;0.225;0.302;0.3;0.258;49600;0;0.27;0.276;0.107;0.269;0.179;0.221;19;3;0.24;2;2;0.255;57600;9600;9600.0;38400;0.279;0.273;0;0
148;36;0.227;0.216;1000;1236.32;5000000.0;0.234;0.264;0.169;0.23;0.21;55100;0;0.29;0.254;0.128;0.209;0.266;0.221;0;1;0.24;2;0;0.255;61050;5550;11100.0;44400;0.25;0.162;6;0
196;39;0.254;0.216;2000;1475.73;0.0;0.234;0.225;0.204;0.091;0.21;57000;-27300;0.27;0.254;0.605;0.209;0.227;0.261;8;3;0.24;2;0;0.255;60400;6040;6040.0;48320;0.179;0.129;1;0
103;29;0.258;0.216;500;914.85;0.0;0.26;0.234;0.212;0.265;0.293;72100;0;0.095;0.089;0.107;0.209;0.436;0.261;5;1;0.24;2;3;0.255;7110;790;1580.0;4740;0.19;0.222;10;0
126;30;0.227;0.262;2000;1171.75;0.0;0.234;0.234;0.237;0.29;0.258;46500;-42700;0.29;0.254;0.107;0.318;0.221;0.234;23;1;0.24;2;3;0.255;48730;4430;4430.0;39870;0.276;0.1;4;0
280;43;0.254;0.257;1000;1559.34;0.0;0.26;0.261;0.291;0.23;0.21;0;-51600;0.29;0.276;0.128;0.269;0.221;0.224;1;1;0.24;0;2;0.255;77000;14000;7000.0;56000;0.19;0.083;11;0
45;37;0.254;0.262;1000;1114.23;0.0;0.26;0.262;0.212;0.116;0.27;0;0;0.29;0.254;0.605;0.269;0.294;0.289;1;1;0.258;0;1;0.229;52200;10440;5220.0;36540;0.179;0.129;10;0
292;42;0.254;0.262;1000;1588.22;0.0;0.26;0.261;0.237;0.091;0.293;0;-53800;0.27;0.312;0.128;0.318;0.179;0.224;15;3;0.258;1;1;0.255;84600;16920;8460.0;59220;0.276;0.1;8;0
80;27;0.258;0.216;500;795.31;0.0;0.26;0.261;0.302;0.224;0.205;0;-51000;0.27;0.312;0.605;0.209;0.436;0.289;16;3;0.258;1;3;0.255;40810;3710;7420.0;29680;0.305;0.37;15;1
163;36;0.254;0.262;1000;1503.21;0.0;0.26;0.264;0.169;0.74;0.205;55700;-49900;0.29;0.254;0.128;0.291;0.179;0.242;1;1;0.258;2;1;0.255;51390;5710;11420.0;34260;0.186;0.15;2;0
194;38;0.254;0.257;2000;1231.25;0.0;0.234;0.264;0.297;0.163;0.258;46500;0;0.27;0.312;0.107;0.291;0.179;0.289;15;3;0.24;1;0;0.255;53680;4880;9760.0;39040;0.186;0.143;4;0
247;39;0.254;0.257;500;1558.29;0.0;0.234;0.224;0.222;0.266;0.24;0;-49300;0.085;0.089;0.066;0.209;0.179;0.242;5;1;0.258;1;2;0.255;7700;770;1540.0;5390;0.225;0.2;15;0
108;31;0.254;0.262;2000;1112.04;6000000.0;0.234;0.264;0.169;0.265;0.21;52800;-54300;0.095;0.089;0.107;0.066;0.294;0.289;5;1;0.24;1;3;0.255;4290;780;780.0;2730;0.279;0.273;17;0
283;41;0.258;0.257;500;1195.01;0.0;0.234;0.234;0.276;0.266;0.21;60700;-54300;0.27;0.254;0.605;0.318;0.179;0.234;13;3;0.24;0;2;0.255;42700;0;6100.0;36600;0.338;0.4;4;1
207;42;0.227;0.262;2000;1322.78;0.0;0.26;0.264;0.302;0.3;0.21;55200;0;0.095;0.089;0.066;0.066;0.179;0.242;9;1;0.24;0;1;0.255;5900;590;590.0;4720;0.277;0.304;8;0
169;38;0.227;0.257;1000;1555.94;0.0;0.26;0.264;0.297;0.224;0.21;23300;0;0.27;0.276;0.128;0.318;0.227;0.224;12;3;0.24;1;3;0.229;79080;6590;13180.0;59310;0.338;0.38;3;0
356;47;0.254;0.262;2000;1155.97;0.0;0.26;0.225;0.212;0.091;0.205;0;0;0.29;0.254;0.107;0.318;0.294;0.261;5;1;0.258;0;3;0.255;61490;5590;11180.0;44720;0.25;0.325;6;0
396;57;0.227;0.216;500;1351.72;0.0;0.26;0.225;0.282;0.091;0.27;0;-49400;0.095;0.089;0.107;0.066;0.221;0.242;3;1;0.258;1;3;0.255;2640;480;480.0;1680;0.279;0.273;15;0
253;46;0.227;0.257;500;1358.2;0.0;0.234;0.264;0.291;0.163;0.205;52900;0;0.27;0.276;0.605;0.291;0.221;0.261;11;3;0.258;0;0;0.255;64570;5870;11740.0;46960;0.164;0.119;14;0
64;29;0.258;0.262;2000;1202.28;0.0;0.26;0.225;0.368;0.74;0.293;0;-61400;0.29;0.254;0.107;0.291;0.227;0.248;4;1;0.24;1;2;0.255;43700;4370;4370.0;34960;0.179;0.129;8;1
259;44;0.258;0.262;2000;1655.79;0.0;0.234;0.224;0.368;0.193;0.205;0;0;0.29;0.276;0.107;0.318;0.221;0.234;8;1;0.258;0;0;0.229;105820;16280;16280.0;73260;0.304;0.27;13;0
440;61;0.258;0.262;500;1050.76;0.0;0.26;0.264;0.291;0.163;0.27;41500;-70200;0.29;0.254;0.605;0.269;0.436;0.224;21;1;0.24;2;3;0.255;53640;5960;5960.0;41720;0.179;0.29;11;1
103;33;0.258;0.216;2000;1021.14;0.0;0.234;0.224;0.169;0.228;0.27;69500;-47700;0.27;0.254;0.605;0.291;0.221;0.234;1;3;0.24;2;3;0.255;79090;14380;14380.0;50330;0.25;0.325;1;0
199;41;0.258;0.262;1000;895.83;0.0;0.234;0.234;0.276;0.228;0.205;0;0;0.29;0.312;0.107;0.291;0.309;0.289;10;1;0.24;1;2;0.255;30100;3010;0.0;27090;0.276;0.1;16;0
111;27;0.258;0.262;500;1459.97;5000000.0;0.26;0.264;0.276;0.3;0.293;0;0;0.27;0.254;0.605;0.209;0.294;0.234;2;3;0.24;1;2;0.255;80850;7350;14700.0;58800;0.305;0.37;4;1
428;59;0.254;0.262;500;1344.36;7000000.0;0.234;0.261;0.212;0.23;0.293;0;0;0.095;0.089;0.107;0.066;0.179;0.234;8;1;0.24;2;3;0.255;6500;1300;650.0;4550;0.225;0.285;2;0
59;40;0.227;0.262;2000;782.23;0.0;0.26;0.262;0.222;0.109;0.293;64200;-32300;0.27;0.276;0.128;0.291;0.436;0.242;0;3;0.24;0;2;0.255;51570;5730;11460.0;34380;0.277;0.304;5;0
110;33;0.254;0.262;1000;1183.48;0.0;0.26;0.234;0.169;0.161;0.205;0;0;0.29;0.312;0.605;0.291;0.227;0.234;19;1;0.24;2;3;0.255;55200;13800;9200.0;32200;0.225;0.2;0;1
97;28;0.258;0.257;1000;830.31;0.0;0.26;0.261;0.302;0.2;0.205;0;-32600;0.29;0.312;0.128;0.291;0.294;0.242;22;1;0.24;1;0;0.255;45270;10060;10060.0;25150;0.164;0.119;9;0
65;29;0.227;0.262;1000;1726.91;0.0;0.26;0.225;0.169;0.176;0.21;0;0;0.085;0.089;0.066;0.066;0.227;0.248;14;1;0.24;0;0;0.255;7200;720;1440.0;5040;0.304;0.344;16;0
330;50;0.227;0.216;1000;978.46;0.0;0.234;0.225;0.276;0.3;0.205;0;0;0.29;0.254;0.128;0.269;0.221;0.248;19;1;0.258;0;0;0.255;49060;8920;8920.0;31220;0.276;0.409;20;0
228;39;0.254;0.216;500;1388.62;0.0;0.234;0.261;0.276;0.266;0.205;35200;0;0.29;0.254;0.107;0.318;0.309;0.224;10;1;0.258;1;0;0.229;59490;6610;6610.0;46270;0.338;0.4;20;0
247;39;0.227;0.257;500;806.31;0.0;0.234;0.262;0.204;0.116;0.27;0;0;0.095;0.089;0.066;0.209;0.294;0.234;3;1;0.24;2;3;0.255;3300;600;0.0;2700;0.25;0.325;12;0
195;38;0.227;0.216;2000;1294.93;6000000.0;0.26;0.264;0.282;0.2;0.24;38000;-50300;0.27;0.276;0.107;0.291;0.179;0.242;12;3;0.258;1;2;0.255;64620;7180;0.0;57440;0.25;0.162;12;0
70;26;0.258;0.216;1000;1199.44;5000000.0;0.26;0.262;0.237;0.23;0.21;63600;0;0.27;0.312;0.605;0.318;0.221;0.224;0;3;0.24;1;2;0.229;52110;5790;5790.0;40530;0.179;0.29;3;0
430;59;0.258;0.262;2000;1326.62;7000000.0;0.26;0.264;0.169;0.161;0.21;0;0;0.27;0.276;0.107;0.269;0.221;0.224;19;3;0.24;0;3;0.229;81800;16360;8180.0;57260;0.179;0.129;17;0
223;40;0.254;0.257;500;1201.41;0.0;0.234;0.261;0.169;0.163;0.205;88400;-46500;0.27;0.254;0.605;0.209;0.309;0.261;7;3;0.258;1;0;0.255;70510;12820;12820.0;44870;0.238;0.285;16;0
27;28;0.254;0.257;2000;1371.78;0.0;0.26;0.261;0.302;0.276;0.293;0;-32500;0.27;0.276;0.605;0.318;0.266;0.224;10;3;0.24;0;2;0.229;53600;5360;10720.0;37520;0.304;0.344;0;1
242;44;0.227;0.216;2000;1396.89;6000000.0;0.234;0.262;0.169;0.826;0.293;0;-61600;0.27;0.276;0.107;0.318;0.294;0.242;15;3;0.24;1;2;0.229;66900;6690;13380.0;46830;0.238;0.285;16;1
108;29;0.254;0.216;1000;1337.92;0.0;0.234;0.264;0.246;0.161;0.258;71400;0;0.27;0.254;0.107;0.291;0.179;0.261;4;3;0.24;2;2;0.229;61380;11160;5580.0;44640;0.238;0.156;3;0
283;46;0.227;0.216;2000;1313.33;0.0;0.234;0.264;0.291;0.266;0.205;53500;-73600;0.27;0.276;0.605;0.291;0.221;0.224;3;3;0.24;1;3;0.255;77660;7060;14120.0;56480;0.179;0.29;11;1
245;39;0.258;0.262;500;964.79;7993219.794354623;0.234;0.234;0.169;0.091;0.205;58000;0;0.27;0.312;0.107;0.209;0.221;0.289;7;3;0.24;0;1;0.255;72820;13240;6620.0;52960;0.277;0.05;5;0
73;26;0.227;0.262;2000;1191.19;4000000.0;0.26;0.264;0.302;0.176;0.258;29300;0;0.27;0.312;0.128;0.318;0.227;0.221;9;3;0.24;0;1;0.229;40160;5020;0.0;35140;0.276;0.375;12;0
50;44;0.258;0.262;2000;1188.51;0.0;0.26;0.262;0.204;0.161;0.24;0;-65800;0.27;0.276;0.128;0.209;0.221;0.234;15;3;0.24;1;2;0.255;61100;6110;12220.0;42770;0.25;0.162;7;0
449;57;0.258;0.262;2000;1440.68;0.0;0.26;0.234;0.282;0.163;0.21;25000;0;0.095;0.089;0.107;0.066;0.294;0.224;8;1;0.258;0;1;0.229;5390;980;980.0;3430;0.279;0.273;7;0
172;33;0.227;0.257;1000;1459.96;6000000.0;0.234;0.225;0.169;0.266;0.27;41300;-42000;0.27;0.254;0.128;0.291;0.221;0.234;15;3;0.24;0;1;0.255;41690;7580;7580.0;26530;0.225;0.185;16;0
255;44;0.258;0.216;2000;814.96;6000000.0;0.234;0.264;0.169;0.826;0.258;68500;0;0.095;0.089;0.066;0.209;0.309;0.248;7;1;0.24;2;2;0.255;6400;640;1280.0;4480;0.338;0.4;10;1
269;44;0.227;0.257;2000;1081.08;0.0;0.26;0.261;0.169;0.266;0.24;36400;-28700;0.29;0.276;0.107;0.318;0.294;0.242;14;1;0.258;0;2;0.255;56400;11280;11280.0;33840;0.186;0.273;1;0
193;41;0.258;0.262;500;847.03;0.0;0.234;0.261;0.297;0.224;0.258;0;0;0.29;0.254;0.605;0.318;0.294;0.242;1;1;0.24;1;0;0.229;112320;17280;17280.0;77760;0.238;0.3;4;1
116;30;0.254;0.216;500;951.46;0.0;0.26;0.261;0.204;0.109;0.258;0;-35500;0.27;0.276;0.605;0.318;0.179;0.224;8;3;0.24;0;3;0.255;59670;6630;6630.0;46410;0.279;0.273;11;1
118;28;0.254;0.216;2000;1207.36;0.0;0.234;0.225;0.204;0.091;0.21;0;-57000;0.27;0.276;0.605;0.291;0.179;0.261;22;2;0.24;1;0;0.255;74200;7420;14840.0;51940;0.279;0.273;18;0
266;44;0.227;0.262;500;1611.83;0.0;0.26;0.225;0.204;0.163;0.205;0;0;0.29;0.276;0.128;0.209;0.179;0.224;4;1;0.24;1;2;0.229;32800;3280;3280.0;26240;0.277;0.05;3;0
195;39;0.258;0.262;1000;1393.57;0.0;0.26;0.264;0.237;0.163;0.258;47600;-39600;0.095;0.089;0.107;0.209;0.227;0.234;5;1;0.24;0;1;0.229;2640;480;480.0;1680;0.305;0.37;6;0
65;23;0.258;0.262;1000;1099.95;0.0;0.234;0.262;0.276;0.116;0.27;0;-71900;0.29;0.254;0.605;0.318;0.221;0.289;14;1;0.24;1;0;0.229;52400;6550;6550.0;39300;0.19;0.222;10;1
222;39;0.258;0.216;500;1757.87;0.0;0.26;0.225;0.291;0.29;0.258;71400;0;0.27;0.312;0.605;0.318;0.294;0.221;9;3;0.258;2;1;0.255;55000;5000;10000.0;40000;0.225;0.2;19;1
26;42;0.258;0.257;1000;1484.48;0.0;0.26;0.264;0.246;0.195;0.258;50700;-36300;0.29;0.254;0.605;0.209;0.294;0.224;10;1;0.24;2;3;0.255;63030;5730;11460.0;45840;0.225;0.285;19;0
165;32;0.254;0.216;500;1399.26;0.0;0.234;0.225;0.282;0.193;0.21;70500;0;0.095;0.089;0.107;0.209;0.266;0.221;9;1;0.24;2;0;0.255;3960;330;660.0;2970;0.277;0.33;17;0
64;25;0.227;0.262;1000;954.16;0.0;0.26;0.224;0.212;0.2;0.205;53200;0;0.27;0.254;0.605;0.291;0.294;0.261;22;4;0.24;0;0;0.255;75600;12600;12600.0;50400;0.186;0.15;10;0
199;38;0.227;0.262;1000;1281.25;0.0;0.234;0.225;0.282;0.163;0.293;0;-53100;0.29;0.276;0.605;0.209;0.179;0.261;6;1;0.24;0;2;0.255;44440;8080;4040.0;32320;0.277;0.437;8;1
36;37;0.227;0.216;1000;1115.81;0.0;0.234;0.224;0.237;0.266;0.205;0;-59800;0.27;0.254;0.107;0.291;0.221;0.261;20;3;0.258;1;3;0.255;48780;5420;10840.0;32520;0.25;0.162;7;0
1;29;0.258;0.216;500;854.58;0.0;0.234;0.261;0.297;0.228;0.293;52200;0;0.29;0.254;0.107;0.209;0.294;0.221;15;1;0.24;2;3;0.229;86790;7890;21873.748535591585;55230;0.255;0.15;12;0
85;25;0.254;0.262;500;1259.02;0.0;0.234;0.261;0.282;0.265;0.24;67000;-53600;0.095;0.089;0.066;0.066;0.294;0.234;8;1;0.24;2;2;0.255;5640;940;940.0;3760;0.179;0.13;10;0
230;42;0.254;0.257;1000;1023.11;0.0;0.234;0.264;0.169;0.109;0.21;0;-45300;0.27;0.312;0.107;0.318;0.221;0.234;13;3;0.24;1;2;0.229;58850;10700;10700.0;37450;0.19;0.222;16;0
394;57;0.227;0.262;500;1401.2;0.0;0.234;0.225;0.297;0.163;0.21;51500;0;0.085;0.089;0.066;0.209;0.309;0.248;9;1;0.24;1;0;0.255;6890;1060;1060.0;4770;0.304;0.344;16;0
10;19;0.254;0.262;1000;1185.78;0.0;0.234;0.261;0.297;0.3;0.27;0;-60700;0.29;0.254;0.107;0.209;0.309;0.234;5;1;0.24;0;2;0.255;48950;4450;8900.0;35600;0.19;0.2;4;1
261;46;0.227;0.216;1000;1245.61;0.0;0.26;0.264;0.291;0.265;0.21;0;0;0.29;0.276;0.128;0.269;0.221;0.261;11;1;0.258;1;0;0.255;59670;9180;9180.0;41310;0.305;0.25;7;0
472;64;0.254;0.262;500;989.24;0.0;0.26;0.224;0.169;0.224;0.258;0;0;0.29;0.276;0.605;0.269;0.221;0.221;13;1;0.24;2;3;0.255;70900;14180;7090.0;49630;0.338;0.4;13;0
253;41;0.254;0.257;1000;1435.09;0.0;0.234;0.262;0.237;0.161;0.258;36600;0;0.29;0.312;0.128;0.209;0.294;0.221;17;1;0.24;2;0;0.255;56610;6290;6290.0;44030;0.276;0.375;20;0
285;48;0.227;0.257;2000;1101.85;0.0;0.234;0.262;0.276;0.116;0.27;46100;0;0.29;0.254;0.107;0.209;0.266;0.242;9;1;0.24;1;2;0.229;33480;3720;3720.0;26040;0.179;0.129;3;0
193;40;0.258;0.257;500;1233.85;0.0;0.234;0.262;0.204;0.826;0.205;0;0;0.27;0.254;0.128;0.291;0.266;0.248;23;3;0.24;2;1;0.229;64260;0;14280.0;49980;0.305;0.25;16;0
295;42;0.258;0.262;2000;1641.73;5000000.0;0.26;0.264;0.276;0.826;0.258;62400;0;0.27;0.312;0.128;0.269;0.227;0.224;16;3;0.24;0;0;0.255;59130;6570;6570.0;45990;0.305;0.25;9;1
335;50;0.258;0.257;1000;1538.26;6000000.0;0.26;0.225;0.276;0.3;0.293;62200;-31400;0.27;0.254;0.107;0.291;0.221;0.224;12;3;0.258;2;3;0.229;34320;8580;4290.0;21450;0.279;0.273;6;0
146;31;0.258;0.257;1000;1457.65;5000000.0;0.234;0.262;0.246;0.091;0.21;0;0;0.27;0.312;0.605;0.291;0.227;0.224;0;3;0.24;1;3;0.255;52380;5820;5820.0;40740;0.186;0.273;5;0
251;39;0.254;0.216;2000;1231.98;0.0;0.234;0.234;0.169;0.23;0.258;0;-31700;0.29;0.312;0.107;0.209;0.221;0.248;10;1;0.258;0;0;0.255;44240;5530;5530.0;33180;0.25;0.325;18;0
210;37;0.254;0.216;2000;1048.46;0.0;0.26;0.225;0.169;0.224;0.258;59900;0;0.085;0.089;0.066;0.066;0.436;0.261;9;1;0.24;1;2;0.255;7080;1180;590.0;5310;0.25;0.325;16;0
243;43;0.254;0.216;500;1307.74;0.0;0.234;0.234;0.237;0.29;0.21;0;-75700;0.27;0.276;0.605;0.291;0.294;0.224;10;3;0.24;0;1;0.255;37530;4170;4170.0;29190;0.164;0.119;7;0
271;40;0.227;0.257;1000;1251.65;0.0;0.234;0.234;0.169;0.091;0.27;71200;0;0.095;0.089;0.107;0.066;0.221;0.248;6;1;0.24;0;0;0.255;3080;560;280.0;2240;0.304;0.27;3;0
149;37;0.227;0.216;500;1415.68;0.0;0.26;0.264;0.212;0.3;0.21;0;0;0.29;0.254;0.128;0.269;0.179;0.248;17;1;0.258;0;1;0.229;64800;10800;5400.0;48600;0.304;0.27;16;0
60;23;0.258;0.216;500;1215.36;3000000.0;0.26;0.264;0.222;0.266;0.27;0;0;0.29;0.312;0.128;0.291;0.294;0.234;9;1;0.258;1;0;0.255;56520;4710;9420.0;42390;0.225;0.185;15;0
30;36;0.254;0.216;500;1488.26;0.0;0.234;0.262;0.237;0.109;0.27;0;-63500;0.27;0.254;0.128;0.209;0.179;0.221;17;3;0.24;2;2;0.255;57900;5790;5790.0;46320;0.225;0.185;7;0
47;34;0.227;0.216;500;1161.31;0.0;0.234;0.264;0.368;0.265;0.293;64800;-24300;0.29;0.276;0.107;0.209;0.294;0.242;23;1;0.258;1;3;0.255;62920;11440;5720.0;45760;0.276;0.1;3;0
110;28;0.258;0.262;1000;1573.93;0.0;0.26;0.262;0.169;0.163;0.293;30400;0;0.27;0.254;0.107;0.209;0.221;0.242;20;3;0.258;0;2;0.255;65040;10840;10840.0;43360;0.238;0.3;5;0
379;54;0.227;0.257;500;1251.16;0.0;0.234;0.234;0.237;0.093;0.258;41400;0;0.29;0.276;0.128;0.291;0.179;0.224;14;1;0.24;0;1;0.255;75960;6330;6330.0;63300;0.164;0.24;5;0
16;35;0.227;0.262;1000;1358.03;0.0;0.26;0.261;0.276;0.826;0.21;59300;-31400;0.29;0.312;0.128;0.318;0.294;0.248;0;1;0.24;2;1;0.255;55000;10000;10000.0;35000;0.279;0.285;7;1
300;49;0.227;0.257;1000;1441.21;0.0;0.234;0.264;0.302;0.093;0.27;0;0;0.085;0.089;0.066;0.066;0.294;0.261;3;1;0.24;1;0;0.255;7080;1180;1180.0;4720;0.179;0.29;14;0
61;25;0.254;0.257;2000;988.06;0.0;0.234;0.224;0.169;0.116;0.258;0;0;0.27;0.312;0.107;0.291;0.179;0.234;1;3;0.258;1;0;0.255;32320;4040;4040.0;24240;0.25;0.325;15;0
224;42;0.258;0.216;500;1212.75;0.0;0.234;0.262;0.212;0.093;0.21;0;-51400;0.29;0.276;0.107;0.269;0.179;0.242;11;1;0.24;0;0;0.229;55200;9200;13800.0;32200;0.255;0.363;17;0
360;51;0.227;0.216;1000;1526.61;0.0;0.26;0.224;0.204;0.826;0.258;0;-32900;0.085;0.089;0.107;0.209;0.294;0.248;5;1;0.258;2;2;0.255;4620;840;840.0;2940;0.25;0.325;6;1
252;46;0.254;0.257;1000;1242.02;0.0;0.26;0.224;0.169;0.116;0.27;0;-28800;0.29;0.276;0.107;0.269;0.227;0.248;17;1;0.258;0;2;0.229;74900;14980;7490.0;52430;0.164;0.24;12;0
276;46;0.258;0.257;2000;1090.32;0.0;0.26;0.262;0.204;0.826;0.205;0;-70400;0.29;0.276;0.107;0.291;0.294;0.261;17;1;0.24;1;2;0.255;51390;5710;5710.0;39970;0.279;0.285;8;1
191;33;0.258;0.216;2000;1551.61;0.0;0.26;0.225;0.246;0.163;0.24;45000;-30400;0.085;0.089;0.107;0.066;0.179;0.289;3;1;0.258;1;1;0.255;2250;250;250.0;1750;0.186;0.15;10;0
58;23;0.258;0.216;2000;1471.44;5000000.0;0.26;0.225;0.291;0.266;0.21;57500;0;0.29;0.312;0.605;0.269;0.309;0.224;8;1;0.24;2;1;0.255;50380;4580;9160.0;36640;0.276;0.375;8;1
245;40;0.227;0.216;1000;1361.45;0.0;0.26;0.264;0.204;0.091;0.24;39300;0;0.29;0.312;0.107;0.291;0.436;0.234;12;1;0.258;0;2;0.229;82170;7470;7470.0;67230;0.238;0.285;16;0
276;45;0.227;0.216;500;948.1;0.0;0.234;0.225;0.237;0.266;0.27;44500;-61400;0.27;0.276;0.107;0.269;0.294;0.261;11;3;0.24;0;2;0.255;69300;13860;6930.0;48510;0.305;0.25;5;0
230;43;0.254;0.216;2000;1101.83;0.0;0.26;0.225;0.368;0.74;0.293;28900;0;0.27;0.276;0.107;0.209;0.221;0.289;0;3;0.24;0;3;0.229;51900;5190;10380.0;36330;0.277;0.33;4;1
465;63;0.227;0.262;500;1006.99;6000000.0;0.234;0.224;0.276;0.29;0.21;0;0;0.29;0.254;0.107;0.318;0.179;0.261;7;1;0.24;0;3;0.255;43560;4840;4840.0;33880;0.238;0.156;0;0
254;41;0.227;0.262;500;1581.27;5000000.0;0.234;0.264;0.204;0.224;0.21;42200;-48000;0.29;0.276;0.107;0.209;0.221;0.224;8;1;0.258;2;2;0.255;63470;5770;11540.0;46160;0.277;0.437;16;0
